0;14;44;255;0;0;0;0;0;0;0;0;0;0;0
1;14;41;255;0;0;0;0;0;0;0;0;0;0;0
2;255;0;0;0;0;0;0;0;0;0;0;0;0;0
3;255;0;0;0;0;0;0;0;0;0;0;0;0;0
4;28;58;255;0;0;0;0;0;0;0;0;0;0;0
5;18;31;45;57;255;0;0;0;0;0;0;0;0;0
6;7;17;27;37;47;52;57;255;0;0;0;0;0;0
7;2;7;13;17;20;23;29;33;39;43;49;53;59;255
8;3;9;13;19;23;29;33;39;43;47;51;255;0;0
9;1;11;21;31;41;51;255;0;0;0;0;0;0;0
10;1;11;21;31;41;51;255;0;0;0;0;0;0;0
11;1;11;21;31;41;51;255;0;0;0;0;0;0;0
12;1;11;21;31;41;51;255;0;0;0;0;0;0;0
13;1;11;21;31;41;51;255;0;0;0;0;0;0;0
14;1;11;21;31;41;51;255;0;0;0;0;0;0;0
15;1;11;21;31;37;41;47;51;57;255;0;0;0;0
16;1;7;11;21;27;31;37;41;47;51;57;255;0;0
17;1;7;11;21;27;31;37;41;47;51;57;255;0;0
18;1;7;11;21;27;34;40;49;55;255;0;0;0;0
19;4;19;34;49;255;0;0;0;0;0;0;0;0;0
20;4;19;39;59;255;0;0;0;0;0;0;0;0;0
21;14;29;44;59;255;0;0;0;0;0;0;0;0;0
22;14;17;44;56;255;0;0;0;0;0;0;0;0;0
23;14;44;255;0;0;0;0;0;0;0;0;0;0;0
0;14;41;255;0;0;0;0;0;0;0;0;0;0;0
1;255;0;0;0;0;0;0;0;0;0;0;0;0;0
2;255;0;0;0;0;0;0;0;0;0;0;0;0;0
3;255;0;0;0;0;0;0;0;0;0;0;0;0;0
4;255;0;0;0;0;0;0;0;0;0;0;0;0;0
5;14;44;255;0;0;0;0;0;0;0;0;0;0;0
6;14;44;255;0;0;0;0;0;0;0;0;0;0;0
7;14;44;255;0;0;0;0;0;0;0;0;0;0;0
8;4;19;34;49;255;0;0;0;0;0;0;0;0;0
9;4;19;34;49;255;0;0;0;0;0;0;0;0;0
10;4;16;27;37;47;57;255;0;0;0;0;0;0;0
11;7;17;27;37;47;57;255;0;0;0;0;0;0;0
12;7;17;27;37;47;57;255;0;0;0;0;0;0;0
13;7;17;27;37;47;57;255;0;0;0;0;0;0;0
14;7;17;27;37;47;57;255;0;0;0;0;0;0;0
15;7;17;27;37;47;57;255;0;0;0;0;0;0;0
16;7;17;27;37;41;47;57;255;0;0;0;0;0;0
17;7;19;31;34;42;49;255;0;0;0;0;0;0;0
18;1;4;19;34;49;255;0;0;0;0;0;0;0;0
19;4;19;34;49;255;0;0;0;0;0;0;0;0;0
20;4;19;39;59;255;0;0;0;0;0;0;0;0;0
21;14;29;44;59;255;0;0;0;0;0;0;0;0;0
22;14;17;44;56;255;0;0;0;0;0;0;0;0;0
23;14;44;255;0;0;0;0;0;0;0;0;0;0;0
0;14;41;255;0;0;0;0;0;0;0;0;0;0;0
1;255;0;0;0;0;0;0;0;0;0;0;0;0;0
2;255;0;0;0;0;0;0;0;0;0;0;0;0;0
3;255;0;0;0;0;0;0;0;0;0;0;0;0;0
4;255;0;0;0;0;0;0;0;0;0;0;0;0;0
5;14;44;255;0;0;0;0;0;0;0;0;0;0;0
6;14;44;255;0;0;0;0;0;0;0;0;0;0;0
7;14;44;255;0;0;0;0;0;0;0;0;0;0;0
8;14;44;255;0;0;0;0;0;0;0;0;0;0;0
9;4;19;34;49;255;0;0;0;0;0;0;0;0;0
10;4;19;34;49;255;0;0;0;0;0;0;0;0;0
11;4;19;34;49;255;0;0;0;0;0;0;0;0;0
12;4;19;34;49;255;0;0;0;0;0;0;0;0;0
13;4;19;34;49;255;0;0;0;0;0;0;0;0;0
14;4;19;34;49;255;0;0;0;0;0;0;0;0;0
15;4;19;34;49;255;0;0;0;0;0;0;0;0;0
16;4;19;34;49;255;0;0;0;0;0;0;0;0;0
17;4;19;34;49;255;0;0;0;0;0;0;0;0;0
18;4;19;34;49;255;0;0;0;0;0;0;0;0;0
19;4;19;34;49;255;0;0;0;0;0;0;0;0;0
20;4;19;39;59;255;0;0;0;0;0;0;0;0;0
21;14;29;44;59;255;0;0;0;0;0;0;0;0;0
22;14;17;44;56;255;0;0;0;0;0;0;0;0;0
23;14;44;255;0;0;0;0;0;0;0;0;0;0;0
